road_segment_id,time_stamp,traffic_speed,day,week_day,time,hour,min
1802838360064, 119, 38.0557115556,1,sunday,5.45,5,45
1802838360064, 120, 36.7651628889,1,sunday,6.0,6,0
1802838360064, 121, 38.7399197778,1,sunday,6.15,6,15
1802838360064, 122, 40.7724395556,1,sunday,6.30,6,30
1802838360064, 123, 38.7276148889,1,sunday,6.45,6,45
1802838360064, 124, 34.2682172444,1,sunday,7.0,7,0
1802838360064, 125, 28.7923098889,1,sunday,7.15,7,15
1802838360064, 126, 33.1148319778,1,sunday,7.30,7,30
1802838360064, 127, 37.8176717778,1,sunday,7.45,7,45
1802838360064, 128, 39.9141213333,1,sunday,8.0,8,0
1802838360064, 129, 38.1187371111,1,sunday,8.15,8,15
1802838360064, 130, 37.7902433333,1,sunday,8.30,8,30
1802838360064, 131, 39.235158,1,sunday,8.45,8,45
1802838360064, 132, 38.1362533333,1,sunday,9.0,9,0
1802838360064, 133, 36.1275468889,1,sunday,9.15,9,15
1802838360064, 134, 33.3884991111,1,sunday,9.30,9,30
1802838360064, 135, 29.9563213333,1,sunday,9.45,9,45
1802838360064, 136, 30.3002566667,1,sunday,10.0,10,0
1802838360064, 137, 35.1089782222,1,sunday,10.15,10,15
1802838360064, 138, 36.0049920383,1,sunday,10.30,10,30
1802838360064, 139, 36.9150857143,1,sunday,10.45,10,45
1802838360064, 140, 39.439868468,1,sunday,11.0,11,0
1802838360064, 141, 36.0548413333,1,sunday,11.15,11,15
1802838360064, 142, 35.6617808889,1,sunday,11.30,11,30
1802838360064, 143, 35.527958,1,sunday,11.45,11,45
1802838360064, 144, 33.1716277778,1,sunday,12.0,12,0
1802838360064, 145, 39.2738786667,1,sunday,12.15,12,15
1802838360064, 146, 41.0990573333,1,sunday,12.30,12,30
1802838360064, 147, 33.9835084444,1,sunday,12.45,12,45
1802838360064, 148, 32.5143051111,1,sunday,13.0,13,0
1802838360064, 149, 34.560368,1,sunday,13.15,13,15
1802838360064, 150, 37.7921766667,1,sunday,13.30,13,30
1802838360064, 151, 44.0785137778,1,sunday,13.45,13,45
1802838360064, 152, 43.1662108889,1,sunday,14.0,14,0
1802838360064, 153, 36.1981046667,1,sunday,14.15,14,15
1802838360064, 154, 36.2608228889,1,sunday,14.30,14,30
1802838360064, 155, 38.2147673563,1,sunday,14.45,14,45
1802838360064, 156, 35.6813427586,1,sunday,15.0,15,0
1802838360064, 157, 38.3937148889,1,sunday,15.15,15,15
1802838360064, 158, 40.0775462222,1,sunday,15.30,15,30
1802838360064, 159, 35.6323895556,1,sunday,15.45,15,45
1802838360064, 160, 35.4999521686,1,sunday,16.0,16,0
1802838360064, 161, 35.7057262069,1,sunday,16.15,16,15
1802838360064, 162, 33.6588284904,1,sunday,16.30,16,30
1802838360064, 163, 34.7221937778,1,sunday,16.45,16,45
1802838360064, 164, 33.4763253333,1,sunday,17.0,17,0
1802838360064, 165, 35.4245026667,1,sunday,17.15,17,15
1802838360064, 166, 41.9656726667,1,sunday,17.30,17,30
1802838360064, 167, 39.0103882222,1,sunday,17.45,17,45
1802838360064, 168, 36.490258,1,sunday,18.0,18,0
1802838360064, 169, 37.2325466667,1,sunday,18.15,18,15
1802838360064, 170, 35.3200875556,1,sunday,18.30,18,30
1802838360064, 171, 32.5941,1,sunday,18.45,18,45
1802838360064, 172, 32.6229131111,1,sunday,19.0,19,0
1802838360064, 173, 38.2733308889,1,sunday,19.15,19,15
1802838360064, 174, 37.4082897778,1,sunday,19.30,19,30
1802838360064, 175, 35.6762877778,1,sunday,19.45,19,45
1802838360064, 176, 36.99834,1,sunday,20.0,20,0
1802838360064, 177, 35.6446571111,1,sunday,20.15,20,15
1802838360064, 178, 33.2122557778,1,sunday,20.30,20,30
1802838360064, 179, 34.3797257778,1,sunday,20.45,20,45
1802838360064, 180, 36.4899557778,1,sunday,21.0,21,0
1802838360064, 181, 36.1619346667,1,sunday,21.15,21,15
1802838360064, 182, 38.2044222222,1,sunday,21.30,21,30
1802838360064, 183, 39.3217728889,1,sunday,21.45,21,45
1802838360064, 184, 38.3021422222,1,sunday,22.0,22,0
1802838360064, 185, 42.953118,1,sunday,22.15,22,15
1802838360064, 186, 44.2323666667,1,sunday,22.30,22,30
1802838360064, 187, 43.0635,1,sunday,22.45,22,45
1802838360064, 188, 48.6292993333,1,sunday,23.0,23,0
1802838360064, 189, 50.2404551111,1,sunday,23.15,23,15
1802838360064, 190, 48.545146,1,sunday,23.30,23,30
1802838360064, 191, 42.1854322222,1,sunday,23.45,23,45
1802838360064, 192, 36.6521864444,2,monday,0.0,0,0
1802838360064, 193, 35.590312,2,monday,0.15,0,15
1802838360064, 194, 39.4820324444,2,monday,0.30,0,30
1802838360064, 195, 42.3926733333,2,monday,0.45,0,45
1802838360064, 196, 40.3840951111,2,monday,1.0,1,0
1802838360064, 197, 49.5721837778,2,monday,1.15,1,15
1802838360064, 198, 53.113704,2,monday,1.30,1,30
1802838360064, 199, 45.1320964444,2,monday,1.45,1,45
1802838360064, 200, 48.0933122222,2,monday,2.0,2,0
1802838360064, 201, 52.5694666667,2,monday,2.15,2,15
1802838360064, 202, 51.77202,2,monday,2.30,2,30
1802838360064, 203, 47.4936433333,2,monday,2.45,2,45
1802838360064, 204, 46.1712111111,2,monday,3.0,3,0
1802838360064, 205, 46.9608944444,2,monday,3.15,3,15
1802838360064, 206, 46.803458,2,monday,3.30,3,30
1802838360064, 207, 51.2973844444,2,monday,3.45,3,45
1802838360064, 208, 54.0740773333,2,monday,4.0,4,0
1802838360064, 209, 53.2267437778,2,monday,4.15,4,15
1802838360064, 210, 47.4052791111,2,monday,4.30,4,30
1802838360064, 211, 45.7082024444,2,monday,4.45,4,45
1802838360064, 212, 41.7061286667,2,monday,5.0,5,0
1802838360064, 213, 44.7710917778,2,monday,5.15,5,15
1802838360064, 214, 50.3164995556,2,monday,5.30,5,30
1802838360064, 215, 43.9695664444,2,monday,5.45,5,45
1802838360064, 216, 40.4785304444,2,monday,6.0,6,0
1802838360064, 217, 39.8382762222,2,monday,6.15,6,15
1802838360064, 218, 39.8353982222,2,monday,6.30,6,30
1802838360064, 219, 44.2468466667,2,monday,6.45,6,45
1802838360064, 220, 43.0821542222,2,monday,7.0,7,0
1802838360064, 221, 32.3097531111,2,monday,7.15,7,15
1802838360064, 222, 31.3897557778,2,monday,7.30,7,30
1802838360064, 223, 37.8171573333,2,monday,7.45,7,45
1802838360064, 224, 38.7117271111,2,monday,8.0,8,0
1802838360064, 225, 35.9213051111,2,monday,8.15,8,15
1802838360064, 226, 34.2735155556,2,monday,8.30,8,30
1802838360064, 227, 37.635436,2,monday,8.45,8,45
1802838360064, 228, 38.8963995556,2,monday,9.0,9,0
1802838360064, 229, 42.5126337778,2,monday,9.15,9,15
1802838360064, 230, 46.1115768046,2,monday,9.30,9,30
1802838360064, 231, 41.4626660847,2,monday,9.45,9,45
1802838360064, 232, 41.004197094,2,monday,10.0,10,0
1802838360064, 233, 39.8849130837,2,monday,10.15,10,15
1802838360064, 234, 41.7507439411,2,monday,10.30,10,30
1802838360064, 235, 41.6638709189,2,monday,10.45,10,45
1802838360064, 236, 38.1084825287,2,monday,11.0,11,0
1802838360064, 237, 41.2267585057,2,monday,11.15,11,15
1802838360064, 238, 38.8984167816,2,monday,11.30,11,30
1802838360064, 239, 32.0467325747,2,monday,11.45,11,45
1802838360064, 240, 37.1289022222,2,monday,12.0,12,0
1802838360064, 241, 42.6810726667,2,monday,12.15,12,15
1802838360064, 242, 38.6324666667,2,monday,12.30,12,30
1802838360064, 243, 35.3001448889,2,monday,12.45,12,45
1802838360064, 244, 34.2488604444,2,monday,13.0,13,0
1802838360064, 245, 36.6102591111,2,monday,13.15,13,15
1802838360064, 246, 39.7266150115,2,monday,13.30,13,30
1802838360064, 247, 41.0681910345,2,monday,13.45,13,45
1802838360064, 248, 43.3267507881,2,monday,14.0,14,0
1802838360064, 249, 39.6139346154,2,monday,14.15,14,15
1802838360064, 250, 38.4270331594,2,monday,14.30,14,30
1802838360064, 251, 36.3062241026,2,monday,14.45,14,45
1802838360064, 252, 27.2702554524,2,monday,15.0,15,0
1802838360064, 253, 30.2198586667,2,monday,15.15,15,15
1802838360064, 254, 38.485188,2,monday,15.30,15,30
1802838360064, 255, 42.9170422222,2,monday,15.45,15,45
1802838360064, 256, 42.980048,2,monday,16.0,16,0
1802838360064, 257, 38.0679053333,2,monday,16.15,16,15
1802838360064, 258, 35.1895942222,2,monday,16.30,16,30
1802838360064, 259, 36.2742271111,2,monday,16.45,16,45
1802838360064, 260, 37.9328831111,2,monday,17.0,17,0
1802838360064, 261, 39.6408691111,2,monday,17.15,17,15
1802838360064, 262, 41.7061475556,2,monday,17.30,17,30
1802838360064, 263, 40.2632055556,2,monday,17.45,17,45
1802838360064, 264, 36.423176,2,monday,18.0,18,0
1802838360064, 265, 32.8431593333,2,monday,18.15,18,15
1802838360064, 266, 32.4294735556,2,monday,18.30,18,30
1802838360064, 267, 31.8503437778,2,monday,18.45,18,45
1802838360064, 268, 29.6453693333,2,monday,19.0,19,0
1802838360064, 269, 28.1757022222,2,monday,19.15,19,15
1802838360064, 270, 36.9405604444,2,monday,19.30,19,30
1802838360064, 271, 38.2473231111,2,monday,19.45,19,45
1802838360064, 272, 33.2284688889,2,monday,20.0,20,0
1802838360064, 273, 35.865004,2,monday,20.15,20,15
1802838360064, 274, 35.5075817778,2,monday,20.30,20,30
1802838360064, 275, 38.4329777778,2,monday,20.45,20,45
1802838360064, 276, 40.1444486667,2,monday,21.0,21,0
1802838360064, 277, 33.6305726667,2,monday,21.15,21,15
1802838360064, 278, 28.8972704444,2,monday,21.30,21,30
1802838360064, 279, 30.7808417778,2,monday,21.45,21,45
1802838360064, 280, 32.1796244444,2,monday,22.0,22,0
1802838360064, 281, 39.8561957778,2,monday,22.15,22,15
1802838360064, 282, 43.9329688889,2,monday,22.30,22,30
1802838360064, 283, 47.7433946667,2,monday,22.45,22,45
1802838360064, 284, 55.6565562222,2,monday,23.0,23,0
1802838360064, 285, 47.325876,2,monday,23.15,23,15
1802838360064, 286, 36.4707671111,2,monday,23.30,23,30
1802838360064, 287, 37.9021893333,2,monday,23.45,23,45
1802838360064, 288, 35.6198675556,3,tuesday,0.0,0,0
1802838360064, 289, 36.9563935556,3,tuesday,0.15,0,15
1802838360064, 290, 42.737888,3,tuesday,0.30,0,30
1802838360064, 291, 42.9067826667,3,tuesday,0.45,0,45
1802838360064, 292, 47.1318331111,3,tuesday,1.0,1,0
1802838360064, 293, 49.6347155556,3,tuesday,1.15,1,15
1802838360064, 294, 55.6869551111,3,tuesday,1.30,1,30
1802838360064, 295, 55.8284097778,3,tuesday,1.45,1,45
1802838360064, 296, 49.5641928889,3,tuesday,2.0,2,0
1802838360064, 297, 52.1305653333,3,tuesday,2.15,2,15
1802838360064, 298, 49.0058064444,3,tuesday,2.30,2,30
1802838360064, 299, 48.3470311111,3,tuesday,2.45,2,45
1802838360064, 300, 54.8389513333,3,tuesday,3.0,3,0
1802838360064, 301, 55.6744006667,3,tuesday,3.15,3,15
1802838360064, 302, 53.7540835556,3,tuesday,3.30,3,30
1802838360064, 303, 47.1406840077,3,tuesday,3.45,3,45
1802838360064, 304, 41.7012728736,3,tuesday,4.0,4,0
1802838360064, 305, 47.195149364,3,tuesday,4.15,4,15
1802838360064, 306, 54.7616028889,3,tuesday,4.30,4,30
1802838360064, 307, 55.1886495556,3,tuesday,4.45,4,45
1802838360064, 308, 54.9844642222,3,tuesday,5.0,5,0
1802838360064, 309, 49.6799971111,3,tuesday,5.15,5,15
1802838360064, 310, 42.48739,3,tuesday,5.30,5,30
1802838360064, 311, 46.2789664444,3,tuesday,5.45,5,45
1802838360064, 312, 57.9704986667,3,tuesday,6.0,6,0
1802838360064, 313, 55.6051773333,3,tuesday,6.15,6,15
1802838360064, 314, 43.1806322222,3,tuesday,6.30,6,30
1802838360064, 315, 38.8686431111,3,tuesday,6.45,6,45
1802838360064, 316, 36.3786095556,3,tuesday,7.0,7,0
1802838360064, 317, 38.8732028889,3,tuesday,7.15,7,15
1802838360064, 318, 40.9291613333,3,tuesday,7.30,7,30
1802838360064, 319, 38.8486382222,3,tuesday,7.45,7,45
1802838360064, 320, 40.0753691111,3,tuesday,8.0,8,0
1802838360064, 321, 39.6922644444,3,tuesday,8.15,8,15
1802838360064, 322, 34.7823782222,3,tuesday,8.30,8,30
1802838360064, 323, 34.3623731111,3,tuesday,8.45,8,45
1802838360064, 324, 35.5220006667,3,tuesday,9.0,9,0
1802838360064, 325, 35.7040197778,3,tuesday,9.15,9,15
1802838360064, 326, 34.8688444444,3,tuesday,9.30,9,30
1802838360064, 327, 37.4239551111,3,tuesday,9.45,9,45
1802838360064, 328, 41.5276591111,3,tuesday,10.0,10,0
1802838360064, 329, 43.1840084828,3,tuesday,10.15,10,15
1802838360064, 330, 41.9648567816,3,tuesday,10.30,10,30
1802838360064, 331, 35.8146970115,3,tuesday,10.45,10,45
1802838360064, 332, 32.8231397778,3,tuesday,11.0,11,0
1802838360064, 333, 40.1237931111,3,tuesday,11.15,11,15
1802838360064, 334, 44.0267042222,3,tuesday,11.30,11,30
1802838360064, 335, 40.2643664444,3,tuesday,11.45,11,45
1802838360064, 336, 35.7061917778,3,tuesday,12.0,12,0
1802838360064, 337, 32.4938046667,3,tuesday,12.15,12,15
1802838360064, 338, 32.1897131111,3,tuesday,12.30,12,30
1802838360064, 339, 33.1502937778,3,tuesday,12.45,12,45
1802838360064, 340, 34.4772535556,3,tuesday,13.0,13,0
1802838360064, 341, 37.3006294932,3,tuesday,13.15,13,15
1802838360064, 342, 38.1708492857,3,tuesday,13.30,13,30
1802838360064, 343, 36.8200840175,3,tuesday,13.45,13,45
1802838360064, 344, 38.8298502222,3,tuesday,14.0,14,0
1802838360064, 345, 35.0987417778,3,tuesday,14.15,14,15
1802838360064, 346, 31.7063171111,3,tuesday,14.30,14,30
1802838360064, 347, 34.2394568889,3,tuesday,14.45,14,45
1802838360064, 348, 36.070884,3,tuesday,15.0,15,0
1802838360064, 349, 41.20962,3,tuesday,15.15,15,15
1802838360064, 350, 42.58087,3,tuesday,15.30,15,30
1802838360064, 351, 36.6880464444,3,tuesday,15.45,15,45
1802838360064, 352, 32.695504,3,tuesday,16.0,16,0
1802838360064, 353, 30.5854644444,3,tuesday,16.15,16,15
1802838360064, 354, 34.7088944444,3,tuesday,16.30,16,30
1802838360064, 355, 36.8548751111,3,tuesday,16.45,16,45
1802838360064, 356, 35.2726342222,3,tuesday,17.0,17,0
1802838360064, 357, 34.4969133333,3,tuesday,17.15,17,15
1802838360064, 358, 32.3677248889,3,tuesday,17.30,17,30
1802838360064, 359, 31.4105153333,3,tuesday,17.45,17,45
1802838360064, 360, 35.141288,3,tuesday,18.0,18,0
1802838360064, 361, 40.5590384444,3,tuesday,18.15,18,15
1802838360064, 362, 38.1591528889,3,tuesday,18.30,18,30
1802838360064, 363, 32.9614928889,3,tuesday,18.45,18,45
1802838360064, 364, 32.2920375556,3,tuesday,19.0,19,0
1802838360064, 365, 37.1530606667,3,tuesday,19.15,19,15
1802838360064, 366, 36.6648062222,3,tuesday,19.30,19,30
1802838360064, 367, 35.3214922222,3,tuesday,19.45,19,45
1802838360064, 368, 39.6997902222,3,tuesday,20.0,20,0
1802838360064, 369, 40.2113904444,3,tuesday,20.15,20,15
1802838360064, 370, 38.0179604444,3,tuesday,20.30,20,30
1802838360064, 371, 37.3041008889,3,tuesday,20.45,20,45
1802838360064, 372, 41.4748231111,3,tuesday,21.0,21,0
1802838360064, 373, 46.1005662222,3,tuesday,21.15,21,15
1802838360064, 374, 42.8672955556,3,tuesday,21.30,21,30
1802838360064, 375, 38.3464355556,3,tuesday,21.45,21,45
1802838360064, 376, 43.1983502222,3,tuesday,22.0,22,0
1802838360064, 377, 46.5728886667,3,tuesday,22.15,22,15
1802838360064, 378, 41.2808122222,3,tuesday,22.30,22,30
1802838360064, 379, 43.71979,3,tuesday,22.45,22,45
1802838360064, 380, 53.5462344444,3,tuesday,23.0,23,0
1802838360064, 381, 48.3480337778,3,tuesday,23.15,23,15
1802838360064, 382, 42.1810904444,3,tuesday,23.30,23,30
1802838360064, 383, 41.8949777778,3,tuesday,23.45,23,45
1802838360064, 384, 50.0191811111,4,wednesday,0.0,0,0
1802838360064, 385, 55.3741904444,4,wednesday,0.15,0,15
1802838360064, 386, 45.9182624444,4,wednesday,0.30,0,30
1802838360064, 387, 38.6177728889,4,wednesday,0.45,0,45
1802838360064, 388, 43.1226944444,4,wednesday,1.0,1,0
1802838360064, 389, 42.9833351111,4,wednesday,1.15,1,15
1802838360064, 390, 38.0181262222,4,wednesday,1.30,1,30
1802838360064, 391, 47.6370304444,4,wednesday,1.45,1,45
1802838360064, 392, 54.3490882222,4,wednesday,2.0,2,0
1802838360064, 393, 55.0529286667,4,wednesday,2.15,2,15
1802838360064, 394, 52.8774055556,4,wednesday,2.30,2,30
1802838360064, 395, 48.5049806962,4,wednesday,2.45,2,45
1802838360064, 396, 47.0726822222,4,wednesday,3.0,3,0
1802838360064, 397, 45.2380168531,4,wednesday,3.15,3,15
1802838360064, 398, 42.2882295556,4,wednesday,3.30,3,30
1802838360064, 399, 46.1104742222,4,wednesday,3.45,3,45
1802838360064, 400, 57.0529011111,4,wednesday,4.0,4,0
1802838360064, 401, 62.2337971111,4,wednesday,4.15,4,15
1802838360064, 402, 56.272054,4,wednesday,4.30,4,30
1802838360064, 403, 49.1590206667,4,wednesday,4.45,4,45
1802838360064, 404, 45.0446717778,4,wednesday,5.0,5,0
1802838360064, 405, 52.2616844444,4,wednesday,5.15,5,15
1802838360064, 406, 58.7119311111,4,wednesday,5.30,5,30
1802838360064, 407, 53.8510346667,4,wednesday,5.45,5,45
1802838360064, 408, 43.8279182222,4,wednesday,6.0,6,0
1802838360064, 409, 37.8282455556,4,wednesday,6.15,6,15
1802838360064, 410, 36.7261057778,4,wednesday,6.30,6,30
1802838360064, 411, 39.0305491111,4,wednesday,6.45,6,45
1802838360064, 412, 42.5389122222,4,wednesday,7.0,7,0
1802838360064, 413, 34.0292656667,4,wednesday,7.15,7,15
1802838360064, 414, 18.1838461111,4,wednesday,7.30,7,30
1802838360064, 415, 10.9580806,4,wednesday,7.45,7,45
1802838360064, 416, 13.5775132222,4,wednesday,8.0,8,0
1802838360064, 417, 20.0339926222,4,wednesday,8.15,8,15
1802838360064, 418, 25.1184984444,4,wednesday,8.30,8,30
1802838360064, 419, 27.8968582222,4,wednesday,8.45,8,45
1802838360064, 420, 31.5261155556,4,wednesday,9.0,9,0
1802838360064, 421, 25.8907014667,4,wednesday,9.15,9,15
1802838360064, 422, 18.3201131111,4,wednesday,9.30,9,30
1802838360064, 423, 21.7192607556,4,wednesday,9.45,9,45
1802838360064, 424, 30.3062664444,4,wednesday,10.0,10,0
1802838360064, 425, 36.6497331111,4,wednesday,10.15,10,15
1802838360064, 426, 37.526798,4,wednesday,10.30,10,30
1802838360064, 427, 35.4823482222,4,wednesday,10.45,10,45
1802838360064, 428, 36.9567591111,4,wednesday,11.0,11,0
1802838360064, 429, 38.9808782222,4,wednesday,11.15,11,15
1802838360064, 430, 40.1973351111,4,wednesday,11.30,11,30
1802838360064, 431, 42.7424266667,4,wednesday,11.45,11,45
1802838360064, 432, 38.4755728889,4,wednesday,12.0,12,0
1802838360064, 433, 32.1513177778,4,wednesday,12.15,12,15
1802838360064, 434, 31.1701877778,4,wednesday,12.30,12,30
1802838360064, 435, 32.9439871111,4,wednesday,12.45,12,45
1802838360064, 436, 34.5150013333,4,wednesday,13.0,13,0
1802838360064, 437, 35.0995422222,4,wednesday,13.15,13,15
1802838360064, 438, 38.8201824444,4,wednesday,13.30,13,30
1802838360064, 439, 43.2614422222,4,wednesday,13.45,13,45
1802838360064, 440, 42.7106813333,4,wednesday,14.0,14,0
1802838360064, 441, 39.4716253333,4,wednesday,14.15,14,15
1802838360064, 442, 40.4661886667,4,wednesday,14.30,14,30
1802838360064, 443, 38.6070771111,4,wednesday,14.45,14,45
1802838360064, 444, 33.1103731111,4,wednesday,15.0,15,0
1802838360064, 445, 33.5306984444,4,wednesday,15.15,15,15
1802838360064, 446, 36.4799571111,4,wednesday,15.30,15,30
1802838360064, 447, 37.3722144444,4,wednesday,15.45,15,45
1802838360064, 448, 37.7698244444,4,wednesday,16.0,16,0
1802838360064, 449, 37.5144586667,4,wednesday,16.15,16,15
